speaker_id	audio_path	normalized_text	audio
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26807428.wav	ba mu da wani dalilin kunya.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26807428.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        0.00000000e+00, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26807045.wav	ina da wasu tambayoyi da zan miki.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26807045.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30520945.wav	likitoci sun ce suna amfani da kwayar maganin in “babu mafita”.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30520945.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        0.00000000e+00, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_28689340.wav	mai masaukin baƙin ya yanka talotalo sabida baƙin.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28689340.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        6.10351562e-05, -1.83105469e-04, -6.10351562e-05]), 'sampling_rate': 32000}}"
15704a86f977d5f4ad029435fea9787b0c79b27ead693ddeb4d77e22d74806bebe1de10f28f8c63d93f0fcf0c8c866fe000fe9475799d789cf9e9512c39a38a3	common_voice_ha_35034014.wav	aisha ta ce tana fatan habibu ya sami nasara.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_35034014.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_30358343.wav	ya ajiye budurwa, tsakaninmu.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30358343.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -6.10351562e-05, -3.05175781e-05,  0.00000000e+00]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_28688993.wav	ina biye da ku.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28688993.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26873782.wav	babangida yasan inda jummai zata je.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26873782.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
ce307e95436d72dd4ee9226525b59f7b73097d61a1542bf34e81e2b38d1fc79224e66e980ffcab331e0deee6c15d594892877c1c1de8081b9a424e5603761a3c	common_voice_ha_28498977.wav	ni da shi mun zauna a otal.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28498977.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
15704a86f977d5f4ad029435fea9787b0c79b27ead693ddeb4d77e22d74806bebe1de10f28f8c63d93f0fcf0c8c866fe000fe9475799d789cf9e9512c39a38a3	common_voice_ha_35023339.wav	ta san ni.	{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_35023339.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 32000}}
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30538868.wav	bautar jarumai abu ne mai haɗari.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30538868.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -6.10351562e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_27009295.wav	cire shi daga baya, yar da shi, kuma wanke hannun ku.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_27009295.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30487633.wav	yawancin tashoshin jirgin kasa da na jiragen ruwa su ma rufe su.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30487633.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
15704a86f977d5f4ad029435fea9787b0c79b27ead693ddeb4d77e22d74806bebe1de10f28f8c63d93f0fcf0c8c866fe000fe9475799d789cf9e9512c39a38a3	common_voice_ha_35030421.wav	yaushe ne ranar ƙarshe da ka aika wasiƙa ƙasar waje?	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_35030421.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05,  0.00000000e+00]), 'sampling_rate': 32000}}"
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26870057.wav	dole ne mu kawo hanyoyin koyar da mu har zuwa yau.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26870057.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00, -3.05175781e-05]), 'sampling_rate': 32000}}"
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26869118.wav	tana gane cin gaban wasu, ta canza kala saboda hasada.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26869118.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_31171714.wav	na ji daɗin abinda kuka kawo.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_31171714.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -9.15527344e-05, -9.15527344e-05, -6.10351562e-05]), 'sampling_rate': 32000}}"
cfef93c68efd69c133b2189ed7ce06f60a2f1b8d0f01652ac133394c5cb8e3272d0dc051a91ecd391580d903cd20976a0db2987fe106ac0e925e4a5665d2df9b	common_voice_ha_28983720.wav	kuma ina so ka bayana inda ciwon kirjin yake	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28983720.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
15704a86f977d5f4ad029435fea9787b0c79b27ead693ddeb4d77e22d74806bebe1de10f28f8c63d93f0fcf0c8c866fe000fe9475799d789cf9e9512c39a38a3	common_voice_ha_35149458.wav	babangida na son kwanciya cikin ciyawa lokacin zafi.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_35149458.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_28760127.wav	ina jin ka man hajijiya da kuma ina jin kamar in yi amai.	{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28760127.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 32000}}
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26716819.wav	ya kaini ƙarshe.	{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26716819.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 32000}}
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30487709.wav	na san jauro mugu ne.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30487709.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        0.00000000e+00,  0.00000000e+00, -3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30603609.wav	ina so in taimaka masa.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30603609.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30320387.wav	na yadda da ita.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30320387.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -9.15527344e-05, -9.15527344e-05, -6.10351562e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_28689103.wav	zan yi komai sabida kai.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28689103.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -6.10351562e-05, -3.05175781e-05,  6.10351562e-05]), 'sampling_rate': 32000}}"
15704a86f977d5f4ad029435fea9787b0c79b27ead693ddeb4d77e22d74806bebe1de10f28f8c63d93f0fcf0c8c866fe000fe9475799d789cf9e9512c39a38a3	common_voice_ha_35055088.wav	sojojin mexico sun harbo jirgin mai saukar ungulu.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_35055088.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_27798833.wav	buga kwallon bayan boncin.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_27798833.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_27788908.wav	hawan keke wanda ba shi da birki, mummunan abin yi ne.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_27788908.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30309722.wav	bana jin tsoron su kuma.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30309722.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
4d556bdfea444f4f88d2181da235241b75b369cab9a1fa1bdb0a9a11c91c360cc603da201a3028b62dff0ef968db57ff3d643f9fdb3a11e62b21209056fef2e5	common_voice_ha_36846258.wav	ni ne gwarzon ma'aikata na shekara, har tsawon shekaru uku.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_36846258.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -1.22070312e-04,  6.10351562e-05,  3.05175781e-05]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_27016329.wav	ibrahima na da gajerun hannuwa da aljihu mai zurfi.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_27016329.wav', 'array': array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       6.10351562e-05, 6.10351562e-05, 0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30520412.wav	ibrahim ya saka fensil nashi a bayan kunnen sa.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30520412.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00, -6.10351562e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_28656814.wav	jiya na aika wa ellen saƙo.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28656814.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30527005.wav	banga wani muhimmin banbanci ba.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30527005.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05,  0.00000000e+00,  0.00000000e+00]), 'sampling_rate': 32000}}"
833526fccd4a424b8c98bcba0a3f58033530c54a8583c2ceebc9590281b0a02d6cb92bc568d5fa6f24bb87c58d4c8424b10e465848e5f784c871e7158b1241b2	common_voice_ha_30449198.wav	jami kadai ya taba zuwa austarlia daga cikin yan gidan mu.	{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30449198.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 32000}}
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26807688.wav	tijjani yana kallon fim a kan hanyar ta biyu ta talabijin na jamus.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26807688.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
8ccc91ca052c604cf86fefd873946766c4635ea955459dbfa2eda8a4049ebc817c4e2cd76f180cef9b83790dcccada3822e977ff0eb3130261a8edb44041c36a	common_voice_ha_30358217.wav	ina so in yi wata shahararrun shafuka a landan gobe.	{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_30358217.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 32000}}
ce307e95436d72dd4ee9226525b59f7b73097d61a1542bf34e81e2b38d1fc79224e66e980ffcab331e0deee6c15d594892877c1c1de8081b9a424e5603761a3c	common_voice_ha_28534584.wav	leɓen ƙasa ya fi na sama girma.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_28534584.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
        0.00000000e+00, -3.05175781e-05,  0.00000000e+00]), 'sampling_rate': 32000}}"
f6eb0a9ba66e98eeec2c36585fdd0f17b29957d2d895dc4e69a8d398827434530b742a0420ec2cbe1dd98aeac419fcc3b0a6f79f6e77ca1257fe855dd7dda777	common_voice_ha_26871385.wav	ba zan iya tsayawa anan baki ɗaya ba.	"{'audio': {'path': '/content/drive/MyDrive/research bert/dataset_name/train/common_voice_ha_26871385.wav', 'array': array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'sampling_rate': 32000}}"
